"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.339854560E-1,-5.535010695E-1,2.750229120E0,9.415274620E0,9.824333047E0
6.359854560E-1,-4.593036473E-1,2.795153856E0,9.368741035E0,9.787602031E0
6.379854560E-1,-3.952347934E-1,2.820369720E0,9.349281311E0,9.773420943E0
6.399854560E-1,-3.343550563E-1,2.850191832E0,9.329744339E0,9.761122692E0
6.419854560E-1,-2.524446249E-1,2.873923063E0,9.298686981E0,9.735950988E0
6.439854560E-1,-2.068302929E-1,2.864451647E0,9.269889832E0,9.704572092E0
6.459854560E-1,-1.733880937E-1,2.858379841E0,9.263022423E0,9.695565128E0
6.479854560E-1,-1.413153708E-1,2.855401516E0,9.199844360E0,9.633816695E0
6.499854560E-1,-1.381167173E-1,2.835721254E0,9.174159050E0,9.603415306E0
6.519854560E-1,-1.429529935E-1,2.820091724E0,9.165846825E0,9.590938479E0
6.539854560E-1,-1.529990733E-1,2.784140587E0,9.160847664E0,9.575801661E0
6.559854560E-1,-1.547899395E-1,2.783968210E0,9.141196251E0,9.556982150E0
6.579854560E-1,-1.607754380E-1,2.783508539E0,9.181859016E0,9.595848244E0
6.599854560E-1,-1.605551541E-1,2.745363951E0,9.228374481E0,9.629418297E0
6.619854560E-1,-1.575001627E-1,2.688918352E0,9.251856804E0,9.635971281E0
6.639854560E-1,-1.615032703E-1,2.610541821E0,9.244185448E0,9.607079499E0
6.659854560E-1,-1.494843811E-1,2.541138649E0,9.227597237E0,9.572266293E0
6.679854560E-1,-1.557380408E-1,2.481130362E0,9.209517479E0,9.539154806E0
6.699854560E-1,-1.512082070E-1,2.410338640E0,9.178871155E0,9.491273463E0
6.719854560E-1,-1.561881453E-1,2.367970943E0,9.151070595E0,9.453770367E0
6.739854560E-1,-1.539663225E-1,2.345599413E0,9.123948097E0,9.421887874E0
6.759854560E-1,-1.504324824E-1,2.337449551E0,9.076130867E0,9.373497311E0
6.779854560E-1,-1.533534080E-1,2.340580940E0,9.059907913E0,9.358619973E0
6.799854560E-1,-1.510358304E-1,2.370862961E0,9.042507172E0,9.349371046E0
6.819854560E-1,-1.443799436E-1,2.400321245E0,9.029894829E0,9.344591391E0
6.839854560E-1,-1.277354509E-1,2.422932148E0,9.022568703E0,9.343107756E0
6.860245180E-1,-9.670659900E-2,2.474043369E0,9.041396141E0,9.374277942E0
6.879854560E-1,-6.963296235E-2,2.480756760E0,9.089031219E0,9.421756278E0
6.899854560E-1,-6.092764810E-2,2.503358126E0,9.100848198E0,9.439065208E0
6.919854560E-1,-6.040092185E-2,2.521209240E0,9.127079964E0,9.469093566E0
6.939995180E-1,-6.486371905E-2,2.530680656E0,9.164151192E0,9.507377081E0
6.959917060E-1,-7.554185390E-2,2.540784359E0,9.235959053E0,9.579364872E0
6.979854560E-1,-8.180508763E-2,2.555073023E0,9.282378197E0,9.627961114E0
6.999854560E-1,-1.199878156E-1,2.560570002E0,9.327293396E0,9.673123482E0
7.019854560E-1,-1.617714167E-1,2.567225933E0,9.371460915E0,9.718081017E0
7.039854560E-1,-2.108429670E-1,2.590995550E0,9.419134140E0,9.771274259E0
7.059854560E-1,-2.643773258E-1,2.603713512E0,9.463159561E0,9.818381145E0
7.079854560E-1,-3.280056417E-1,2.606241703E0,9.524278641E0,9.879876879E0
7.099854560E-1,-3.862421811E-1,2.623508692E0,9.553372383E0,9.914580413E0
7.119854560E-1,-4.313106239E-1,2.640430927E0,9.601045609E0,9.966844090E0
7.139854560E-1,-4.744350016E-1,2.643103123E0,9.616905212E0,9.984785854E0
7.159854560E-1,-4.926309586E-1,2.656098604E0,9.613792419E0,9.986117851E0
7.179854560E-1,-5.031462908E-1,2.669898987E0,9.620936394E0,9.997196301E0
7.199854560E-1,-5.151268244E-1,2.666633129E0,9.617412567E0,9.993543535E0
7.219854560E-1,-5.211889744E-1,2.649260759E0,9.633827209E0,1.000504109E1
7.239854560E-1,-5.096106529E-1,2.630585909E0,9.634659767E0,1.000031770E1
7.259917060E-1,-4.711597264E-1,2.597565174E0,9.634181976E0,9.989334246E0
7.279854560E-1,-4.765993655E-1,2.573766947E0,9.640635490E0,9.989658448E0
7.299854560E-1,-4.810908735E-1,2.544519186E0,9.609836578E0,9.952637107E0
7.319854560E-1,-4.614392817E-1,2.499824286E0,9.557768822E0,9.890045122E0
7.339854560E-1,-4.617840648E-1,2.458701372E0,9.528712273E0,9.851640195E0
7.359854560E-1,-4.532798529E-1,2.409524679E0,9.480999947E0,9.792886796E0
7.380229560E-1,-4.520348608E-1,2.374348879E0,9.425128937E0,9.730103987E0
7.399854560E-1,-4.388667643E-1,2.354850531E0,9.355879784E0,9.657660772E0
7.419854560E-1,-4.025610685E-1,2.342132568E0,9.312429428E0,9.610878328E0
7.439854560E-1,-3.759088218E-1,2.345359802E0,9.309489250E0,9.607736994E0
7.459854560E-1,-3.186299503E-1,2.355731726E0,9.320761681E0,9.619126536E0
7.479948310E-1,-2.347275317E-1,2.363230228E0,9.359969139E0,9.656550958E0
7.499854560E-1,-1.796608865E-1,2.383044720E0,9.390145302E0,9.689479292E0
7.519854560E-1,-1.242111847E-1,2.393550634E0,9.415906906E0,9.716162613E0
7.539854560E-1,-5.370673537E-2,2.421715736E0,9.478338242E0,9.782969250E0
7.559901430E-1,-1.059194840E-2,2.433840036E0,9.514681816E0,9.821041675E0
7.579854560E-1,3.376782313E-2,2.445925951E0,9.589189529E0,9.896274544E0
7.600276430E-1,4.807556793E-2,2.448444843E0,9.606112480E0,9.913354144E0
7.619854560E-1,5.016331375E-2,2.478085041E0,9.592340469E0,9.907392064E0
7.640151430E-1,5.461652577E-2,2.495131493E0,9.583616257E0,9.903250208E0
7.659854560E-1,4.518337548E-2,2.513892651E0,9.558170319E0,9.883335350E0
7.679854560E-1,4.544194788E-2,2.537231207E0,9.535828590E0,9.867706627E0
7.699854560E-1,1.790862903E-2,2.562284231E0,9.515553474E0,9.854510598E0
7.719854560E-1,-7.316680625E-3,2.580355644E0,9.488823891E0,9.833415867E0
7.739854560E-1,-2.508165687E-2,2.600802183E0,9.469585419E0,9.820277445E0
7.759885810E-1,-2.828031033E-2,2.620693207E0,9.454463005E0,9.810999102E0
7.779854560E-1,-3.112462163E-2,2.632721663E0,9.448937416E0,9.808904648E0
7.799854560E-1,-4.028962553E-2,2.635250092E0,9.446859360E0,9.807615310E0
7.819854560E-1,-4.836287349E-2,2.638688087E0,9.354011536E0,9.719184410E0
7.839854560E-1,-4.854483530E-2,2.651204824E0,9.313741684E0,9.683853973E0
7.859854560E-1,-6.232585758E-2,2.631917238E0,9.289857864E0,9.655689100E0
7.879917060E-1,-7.305187732E-2,2.605264902E0,9.276247978E0,9.635430366E0
7.899854560E-1,-6.920200586E-2,2.592527866E0,9.272216797E0,9.628083609E0
7.919901430E-1,-7.876923680E-2,2.573067665E0,9.254633904E0,9.605994508E0
7.939854560E-1,-7.852981240E-2,2.554402590E0,9.253561020E0,9.599975577E0
7.959854560E-1,-8.290641755E-2,2.537126064E0,9.241944313E0,9.584227503E0
7.979917060E-1,-8.111555129E-2,2.510435343E0,9.210905075E0,9.547231936E0
7.999854560E-1,-7.846277952E-2,2.485267639E0,9.195477486E0,9.525729255E0
8.019979560E-1,-7.210377604E-2,2.452313662E0,9.154019356E0,9.477083497E0
8.039854560E-1,-7.804139704E-2,2.433581591E0,9.055522919E0,9.377148029E0
8.060276430E-1,-8.952398598E-2,2.419589758E0,8.965356827E0,9.286552222E0
8.079979560E-1,-6.800490618E-2,2.401058674E0,8.898232460E0,9.216737402E0
8.099854560E-1,-3.086604923E-2,2.368602753E0,8.883503914E0,9.193904149E0
8.119854560E-1,-1.116655674E-2,2.345829248E0,8.888617516E0,9.192962574E0
8.139854560E-1,2.028367668E-2,2.322480917E0,8.956181526E0,9.252433008E0
8.159854560E-1,6.577350944E-2,2.313689470E0,9.018105507E0,9.310408802E0
8.179854560E-1,8.427590132E-2,2.296681166E0,9.074149132E0,9.360663933E0
8.199854560E-1,9.473377466E-2,2.286453009E0,9.152563095E0,9.434312538E0
8.219854560E-1,9.073066711E-2,2.286424398E0,9.168279648E0,9.449514288E0
8.239854560E-1,7.332961261E-2,2.272920847E0,9.186312675E0,9.463608560E0
8.259979560E-1,5.727888271E-2,2.269406319E0,9.214659691E0,9.490175927E0
8.280073310E-1,3.541503102E-2,2.264579535E0,9.253589630E0,9.526725342E0
8.299854560E-1,-5.295974202E-3,2.246048689E0,9.330319405E0,9.596854847E0
8.319854560E-1,-2.745670453E-2,2.237697601E0,9.392539024E0,9.655456165E0
8.339854560E-1,-5.457821861E-2,2.220162392E0,9.446696281E0,9.704234666E0
8.359870180E-1,-1.009586975E-1,2.182353258E0,9.502298355E0,9.750206789E0
8.379854560E-1,-1.483447403E-1,2.158372879E0,9.567374229E0,9.808936196E0
8.399854560E-1,-1.817390621E-1,2.152530909E0,9.607308388E0,9.847171820E0
8.419901430E-1,-2.253901511E-1,2.161150217E0,9.622430801E0,9.864712135E0
8.439885810E-1,-2.587940395E-1,2.178742647E0,9.632534027E0,9.879251270E0
8.459854560E-1,-2.764345407E-1,2.197810173E0,9.636029243E0,9.887357847E0
8.479854560E-1,-2.999168634E-1,2.261141539E0,9.604024887E0,9.871170408E0
8.499854560E-1,-3.011331260E-1,2.310883522E0,9.599283218E0,9.878112275E0
8.519854560E-1,-3.021386862E-1,2.351364851E0,9.613955498E0,9.901936415E0
8.539854560E-1,-3.002903461E-1,2.403031588E0,9.626845360E0,9.926776248E0
8.559854560E-1,-3.029144108E-1,2.440668344E0,9.640521049E0,9.949284658E0
8.579854560E-1,-3.233991861E-1,2.466573715E0,9.644581795E0,9.960247533E0
8.599854560E-1,-3.346902430E-1,2.507131338E0,9.653996468E0,9.979848341E0
8.619854560E-1,-3.582108617E-1,2.514572620E0,9.647435188E0,9.976191468E0
8.639917060E-1,-4.031452537E-1,2.500245571E0,9.672757149E0,9.998799171E0
8.659854560E-1,-4.209389687E-1,2.496788502E0,9.687869072E0,1.001328865E1
8.679854560E-1,-4.412130713E-1,2.494518757E0,9.708804131E0,1.003385123E1
8.699854560E-1,-4.571776092E-1,2.471141815E0,9.724998474E0,1.004445860E1
8.719854560E-1,-4.497555792E-1,2.439567089E0,9.723523140E0,1.003497234E1
8.739854560E-1,-4.398914874E-1,2.420585632E0,9.708363533E0,1.001524148E1
8.759854560E-1,-4.412130713E-1,2.407216549E0,9.685340881E0,9.989754175E0
8.779854560E-1,-4.221169055E-1,2.389901638E0,9.653267860E0,9.953662286E0
8.799854560E-1,-3.928118944E-1,2.390112400E0,9.621434212E0,9.921639721E0
8.819854560E-1,-3.440563679E-1,2.395667076E0,9.587197304E0,9.887969845E0
8.839854560E-1,-3.014204204E-1,2.408394575E0,9.543728828E0,9.847536679E0
8.859854560E-1,-2.599911392E-1,2.408308268E0,9.500086784E0,9.804039627E0
8.879854560E-1,-2.124806046E-1,2.401298046E0,9.486411095E0,9.787919890E0
8.899979560E-1,-1.692892164E-1,2.385074854E0,9.480330467E0,9.777213645E0
8.919854560E-1,-1.197388172E-1,2.382278681E0,9.484247208E0,9.779597854E0
8.939854560E-1,-7.629841566E-2,2.379961014E0,9.473511696E0,9.768186102E0
8.959854560E-1,-2.713109367E-2,2.368200779E0,9.437875748E0,9.730498942E0
8.979854560E-1,6.196194328E-3,2.361573458E0,9.413789749E0,9.705488397E0
8.999854560E-1,6.675034296E-3,2.352514029E0,9.397643089E0,9.687624190E0
9.019854560E-1,7.307103835E-3,2.342764616E0,9.368874550E0,9.657350039E0
9.039854560E-1,-6.809109822E-3,2.332096100E0,9.326775551E0,9.613920156E0
9.059854560E-1,-3.132573515E-2,2.312588215E0,9.304059982E0,9.587209068E0
9.079854560E-1,-4.797980189E-2,2.304045677E0,9.297699928E0,9.579047578E0
9.099854560E-1,-8.932287246E-2,2.298807144E0,9.298398972E0,9.578763819E0
9.119854560E-1,-9.467631578E-2,2.292917490E0,9.306165695E0,9.584944140E0
9.139854560E-1,-1.064749360E-1,2.298960447E0,9.307181358E0,9.587501285E0
9.159854560E-1,-1.222000569E-1,2.296317101E0,9.317926407E0,9.597487046E0
9.179854560E-1,-1.513135582E-1,2.315346241E0,9.310072899E0,9.594851817E0
9.199854560E-1,-1.361630410E-1,2.352312803E0,9.276908875E0,9.571465623E0
9.219854560E-1,-1.370632648E-1,2.392238617E0,9.238506317E0,9.544191475E0
9.239854560E-1,-1.232247725E-1,2.422098875E0,9.201683998E0,9.515920119E0
9.259854560E-1,-1.392084658E-1,2.446807146E0,9.150533676E0,9.473041263E0
9.279854560E-1,-1.733593643E-1,2.462426662E0,9.089280128E0,9.418524926E0
9.299854560E-1,-2.035358697E-1,2.487853289E0,9.038083076E0,9.376448503E0
9.319917060E-1,-2.401001304E-1,2.515884638E0,9.010453224E0,9.358183098E0
9.339854560E-1,-2.491214722E-1,2.520988941E0,8.978159904E0,9.328708486E0
9.359854560E-1,-2.767888904E-1,2.536809921E0,8.960568428E0,9.316855866E0
9.379854560E-1,-2.916616499E-1,2.532404423E0,8.932852745E0,9.289456219E0
9.399948310E-1,-3.107194901E-1,2.541684628E0,8.921523094E0,9.281717603E0
9.419854560E-1,-3.165422082E-1,2.537777185E0,8.900129318E0,9.260281523E0
9.439854560E-1,-3.399574757E-1,2.539568186E0,8.885927200E0,9.247955442E0
9.459854560E-1,-3.596761525E-1,2.537576199E0,8.894219398E0,9.256122223E0
9.479870180E-1,-3.982610703E-1,2.538849831E0,8.953884125E0,9.315385728E0
9.499854560E-1,-4.139958024E-1,2.536024570E0,9.000120163E0,9.359752993E0
9.519854560E-1,-4.222126901E-1,2.532634497E0,9.047506332E0,9.404779204E0
9.539854560E-1,-4.427261949E-1,2.510981083E0,9.113451958E0,9.463405258E0
9.559979560E-1,-4.482041299E-1,2.517254114E0,9.159899712E0,9.510058777E0
9.580182680E-1,-4.489032328E-1,2.503406048E0,9.208089828E0,9.552877799E0
9.599901430E-1,-4.577713609E-1,2.505742788E0,9.250830650E0,9.595111738E0
9.619932680E-1,-4.714661837E-1,2.505838633E0,9.293313980E0,9.636762545E0
9.639932680E-1,-4.731708765E-1,2.493062973E0,9.350018501E0,9.688245437E0
9.659854560E-1,-4.808897674E-1,2.479253531E0,9.397251129E0,9.730687634E0
9.679854560E-1,-4.791563749E-1,2.459888935E0,9.461828232E0,9.788096745E0
9.699854560E-1,-4.749330282E-1,2.435985327E0,9.542732239E0,9.860188866E0
9.719854560E-1,-4.710639715E-1,2.410549402E0,9.589974403E0,9.899508005E0
9.739854560E-1,-4.737550616E-1,2.392736435E0,9.623972893E0,9.928267006E0
9.759854560E-1,-4.869806170E-1,2.372194052E0,9.659234047E0,9.958175391E0
9.779854560E-1,-5.052723289E-1,2.359323025E0,9.665966988E0,9.962561070E0
9.799854560E-1,-5.120909810E-1,2.343981028E0,9.661743164E0,9.955187854E0
9.819854560E-1,-5.276245475E-1,2.335141659E0,9.644409180E0,9.937097295E0
9.839854560E-1,-5.351232290E-1,2.338186979E0,9.663084030E0,9.956338092E0
9.859854560E-1,-5.562592149E-1,2.344344616E0,9.640377998E0,9.936914206E0
9.879870180E-1,-6.033387780E-1,2.353059769E0,9.611139297E0,9.913370091E0
9.899854560E-1,-6.093243361E-1,2.348319292E0,9.596515656E0,9.898433834E0
9.919854560E-1,-6.074855924E-1,2.327671528E0,9.581413269E0,9.878794143E0
9.939854560E-1,-5.934651494E-1,2.319416523E0,9.561885834E0,9.857056081E0
9.959854560E-1,-5.984929800E-1,2.316907167E0,9.552385330E0,9.847553918E0
9.979932680E-1,-6.092668176E-1,2.319023609E0,9.561676025E0,9.857724127E0
9.999854560E-1,-6.189011335E-1,2.303719997E0,9.577400208E0,9.869992866E0
1.001985456E0,-6.449979544E-1,2.289335728E0,9.567335129E0,9.858548671E0
1.003985456E0,-6.916657090E-1,2.270938635E0,9.540674210E0,9.831583194E0
1.006004206E0,-7.235947847E-1,2.238636017E0,9.495385170E0,9.782505822E0
1.007985456E0,-7.847522497E-1,2.193807125E0,9.445336342E0,9.728463620E0
1.009985456E0,-8.377886415E-1,2.151285887E0,9.426250458E0,9.704850255E0
1.012019831E0,-8.523550034E-1,2.118150234E0,9.437224388E0,9.709493994E0
1.013985456E0,-8.376354575E-1,2.092934608E0,9.474066734E0,9.738580437E0
1.015991706E0,-8.213165402E-1,2.074192524E0,9.502184868E0,9.760550842E0
1.017985456E0,-7.777420878E-1,2.066061974E0,9.529267311E0,9.781637405E0
1.019985456E0,-7.230010629E-1,2.054588795E0,9.566876411E0,9.811686396E0
1.021997956E0,-6.651762724E-1,2.047751188E0,9.581968307E0,9.820889015E0
1.023985456E0,-5.783816576E-1,2.049369574E0,9.586690903E0,9.820340292E0
1.026016706E0,-5.047072768E-1,2.081882715E0,9.556868553E0,9.794013560E0
1.027985456E0,-4.410885572E-1,2.108563900E0,9.563792229E0,9.803403625E0
1.029985456E0,-3.721259832E-1,2.108918190E0,9.606006622E0,9.841817764E0
1.031985456E0,-2.848812938E-1,2.121875763E0,9.686556816E0,9.920327467E0
1.033985456E0,-2.318161875E-1,2.119356871E0,9.742485046E0,9.973035003E0
1.035985456E0,-1.874659956E-1,2.111762524E0,9.775563240E0,1.000281566E1
1.037985456E0,-1.532959491E-1,2.092407703E0,9.813363075E0,1.003512653E1
1.039985456E0,-1.380305141E-1,2.065142632E0,9.818563461E0,1.003434377E1
1.041985456E0,-1.375229508E-1,2.052740812E0,9.832890511E0,1.004581471E1
1.043985456E0,-1.381167173E-1,2.039304495E0,9.836644173E0,1.004676105E1
1.045985456E0,-1.606700867E-1,2.028166533E0,9.864752769E0,1.007236921E1
1.047985456E0,-2.041966766E-1,2.019767761E0,9.941787720E0,1.014693555E1
1.049985456E0,-2.389892191E-1,2.008668184E0,1.003011513E1,1.023206104E1
1.051985456E0,-2.683421373E-1,2.016358376E0,1.011298370E1,1.031552946E1
1.053985456E0,-3.098575771E-1,2.038796902E0,1.019870472E1,1.040510848E1
1.055985456E0,-3.302178681E-1,2.056571245E0,1.025910664E1,1.046841908E1
1.057985456E0,-3.198270202E-1,2.080657005E0,1.030833149E1,1.052107984E1
1.059985456E0,-2.935482860E-1,2.113706589E0,1.035892582E1,1.057644885E1
1.061985456E0,-2.925139666E-1,2.147819042E0,1.039037609E1,1.061407586E1
1.063985456E0,-2.665033937E-1,2.169338465E0,1.037057972E1,1.059839503E1
1.065985456E0,-2.312128395E-1,2.193337679E0,1.033065414E1,1.056345609E1
1.067985456E0,-1.997434497E-1,2.205404520E0,1.028156471E1,1.051733234E1
1.069985456E0,-1.845450699E-1,2.233349562E0,1.018671513E1,1.043029588E1
1.071985456E0,-1.838172376E-1,2.243357420E0,1.012542343E1,1.037259085E1
1.073985456E0,-1.964394748E-1,2.238128424E0,1.004447079E1,1.029267704E1
1.075985456E0,-2.215402722E-1,2.234939337E0,9.922931671E0,1.017391797E1
1.077985456E0,-2.349573821E-1,2.233148336E0,9.810069084E0,1.006377722E1
1.079985456E0,-2.458557934E-1,2.227038622E0,9.696458817E0,9.951957580E0
1.081985456E0,-2.723931372E-1,2.229624271E0,9.537542343E0,9.798476226E0
1.083985456E0,-2.758503556E-1,2.219539881E0,9.411510468E0,9.673622898E0
1.085999518E0,-2.620884776E-1,2.199447870E0,9.238132477E0,9.499965945E0
1.087985456E0,-2.658521533E-1,2.174614906E0,9.129761696E0,9.388939023E0
1.089985456E0,-2.506154776E-1,2.150902748E0,8.999286652E0,9.256152062E0
1.091988581E0,-2.247485071E-1,2.130810738E0,8.854849815E0,9.110391405E0
1.093985456E0,-2.338177264E-1,2.093920946E0,8.764884949E0,9.014565093E0
1.095985456E0,-2.274587452E-1,2.063007116E0,8.671348572E0,8.916278478E0
1.097988581E0,-2.309063822E-1,2.036077023E0,8.641880989E0,8.881499560E0
1.099985456E0,-2.371408790E-1,2.023828268E0,8.630283356E0,8.867576188E0
1.101987018E0,-2.408758402E-1,2.005412102E0,8.625887871E0,8.859212179E0
1.103985456E0,-2.344689667E-1,2.009070396E0,8.683203697E0,8.915680905E0
1.105985456E0,-2.104982138E-1,2.007566929E0,8.772469521E0,9.001714057E0
1.107985456E0,-1.854740083E-1,2.005842924E0,8.859035492E0,9.085170130E0
1.109985456E0,-1.452897340E-1,2.001236677E0,9.016142845E0,9.236714197E0
1.111985456E0,-1.323993504E-1,2.019806147E0,9.136743546E0,9.358270624E0
1.113987018E0,-1.156112105E-1,2.048565149E0,9.284608841E0,9.508624845E0
1.115985456E0,-1.124891713E-1,2.065688372E0,9.390576363E0,9.615749928E0
1.117990143E0,-1.215584129E-1,2.102003574E0,9.497865677E0,9.728445297E0
1.119985456E0,-1.474636644E-1,2.174777746E0,9.622047424E0,9.865860348E0
1.121985456E0,-1.661480218E-1,2.220411301E0,9.722288132E0,9.974002107E0
1.123985456E0,-1.808962971E-1,2.274960995E0,9.820919991E0,1.008259096E1
1.125985456E0,-2.145587802E-1,2.338445663E0,9.877738953E0,1.015303356E1
1.127985456E0,-2.432317287E-1,2.405272484E0,9.873860359E0,1.016551109E1
1.129985456E0,-2.612552941E-1,2.478046656E0,9.869722366E0,1.017941006E1
1.131985456E0,-2.953391373E-1,2.551098585E0,9.860614777E0,1.018955607E1
1.133985456E0,-3.453300893E-1,2.591953039E0,9.842400551E0,1.018382649E1
1.135985456E0,-3.709001541E-1,2.637989044E0,9.793912888E0,1.014974299E1
1.137985456E0,-4.078283012E-1,2.678431749E0,9.744746208E0,1.011436598E1
1.139985456E0,-4.163325131E-1,2.700707436E0,9.705987930E0,1.008332064E1
1.141985456E0,-4.167922139E-1,2.726833105E0,9.621971130E0,1.000957856E1
1.143985456E0,-4.092552364E-1,2.732540846E0,9.550164223E0,9.941826090E0
1.145985456E0,-3.863666952E-1,2.739359379E0,9.461999893E0,9.858134256E0
1.147985456E0,-3.513442874E-1,2.730673313E0,9.327293396E0,9.725143785E0
1.149985456E0,-3.130562305E-1,2.719621658E0,9.233794212E0,9.631059221E0
1.151991706E0,-2.848142385E-1,2.717840433E0,9.165971756E0,9.564664866E0
1.153999518E0,-2.233502865E-1,2.733392954E0,9.064859390E0,9.470638741E0
1.156035456E0,-1.657841057E-1,2.737214088E0,8.989729881E0,9.398673772E0
1.157985456E0,-1.141555384E-1,2.732176781E0,8.881597519E0,9.293040188E0
1.159991706E0,-7.422982901E-2,2.728068352E0,8.818457603E0,9.231092108E0
1.161985456E0,-6.628108025E-2,2.714833260E0,8.770468712E0,9.181276286E0
1.163985456E0,-7.460332662E-2,2.702574968E0,8.725658417E0,9.134910614E0
1.165985456E0,-1.000584811E-1,2.671737432E0,8.688576698E0,9.090630212E0
1.167985456E0,-1.036497802E-1,2.657832146E0,8.687696457E0,9.085751742E0
1.169996393E0,-9.843041748E-2,2.636887550E0,8.707175255E0,9.098228697E0
1.171985456E0,-8.713936806E-2,2.610311985E0,8.736661911E0,9.118694165E0
1.173985456E0,-6.643430889E-2,2.579091549E0,8.766388893E0,9.138145379E0
1.175985456E0,-7.592492551E-2,2.531877995E0,8.820096016E0,9.176615090E0
1.177985456E0,-8.781932294E-2,2.513499975E0,8.868630409E0,9.218351246E0
1.179991706E0,-7.819462568E-2,2.487508535E0,8.899266243E0,9.240711703E0
1.181985456E0,-5.758533999E-2,2.478152037E0,8.941481590E0,9.278720096E0
1.183985456E0,-3.884352744E-2,2.484769583E0,8.971446991E0,9.309266878E0
1.185988581E0,-2.947741188E-2,2.466248035E0,9.047170639E0,9.377342100E0
1.187994831E0,-1.928768866E-2,2.460674286E0,9.124321938E0,9.450319612E0
1.189985456E0,-1.950795576E-2,2.471122503E0,9.186111450E0,9.512700487E0
1.191985456E0,-3.870945424E-2,2.462331057E0,9.263990402E0,9.585723281E0
1.193985456E0,-3.739742935E-2,2.449632406E0,9.330433846E0,9.646714116E0
1.195985456E0,-5.087199807E-2,2.442152739E0,9.387971878E0,9.700552249E0
1.197985456E0,-6.605123729E-2,2.419273615E0,9.428030968E0,9.733705128E0
1.199985456E0,-5.864836648E-2,2.414600372E0,9.454319000E0,9.757965072E0
1.201985456E0,-4.976109043E-2,2.412378311E0,9.484400749E0,9.786516380E0
1.203987018E0,-1.894292422E-2,2.407752991E0,9.533242226E0,9.832616164E0
1.205985456E0,-2.304179780E-2,2.403730631E0,9.590271950E0,9.886949375E0
1.207985456E0,-1.970906742E-2,2.387086153E0,9.632744789E0,9.924129227E0
1.209985456E0,-3.974374756E-2,2.376235485E0,9.679450989E0,9.966937649E0
1.211985456E0,-6.279512495E-2,2.361832142E0,9.683741570E0,9.967800413E0
1.214012018E0,-1.187332571E-1,2.321226358E0,9.661772728E0,9.937406183E0
1.215985456E0,-1.867956221E-1,2.273572206E0,9.616167068E0,9.883050757E0
1.217985456E0,-2.367099375E-1,2.275209904E0,9.610057831E0,9.878553700E0
1.219988581E0,-2.506825030E-1,2.270785332E0,9.592283249E0,9.860588505E0
1.222001081E0,-2.319885641E-1,2.261601210E0,9.582055092E0,9.848067755E0
1.223985456E0,-1.632749736E-1,2.252493620E0,9.557087898E0,9.820301183E0
1.225985456E0,-1.119624451E-1,2.249180079E0,9.536718369E0,9.798997084E0
1.227985456E0,-8.010040969E-2,2.249342918E0,9.516980171E0,9.779512831E0
1.229985456E0,-5.671384931E-2,2.249773979E0,9.489016533E0,9.752237394E0
1.231985456E0,-5.542098358E-2,2.208411694E0,9.450392723E0,9.705157202E0
