c1,c2,c3
3071,-1659,539
1301,-93,380
863,285,348
676,-198,8
-1,-348,-27
193,-398,1124
478,-234,2338
-135,708,2460
-489,1261,2053
201,505,947
127,-144,167
502,228,1024
2208,307,2571
4304,519,1348
5917,821,264
6929,488,1586
6044,670,2350
5744,769,1216
6703,419,96
6701,508,-273
5984,1274,27
5990,1308,605
5644,1048,1211
4522,318,2073
3582,185,2057
2673,203,1782
2142,136,807
2754,354,307
3074,456,1634
3323,310,2804
3921,-25,2727
4699,2,2319
4646,252,2841
4884,535,2047
5691,223,1639
6460,-233,2304
6588,216,2520
7305,751,1974
8172,760,1423
8486,282,381
8800,228,112
8306,703,1545
7754,811,1714
7411,247,351
6376,658,-287
5219,1295,46
4717,744,-501
4175,-23,-1502
2926,153,-379
2434,673,1165
1429,1223,1831
341,1025,1504
308,87,471
165,33,-379
-556,542,408
-712,713,1524
-231,357,1180
577,-588,1066
1308,-1110,1308
2014,-890,1534
2560,-737,2255
3625,-922,1947
5149,-1232,745
5901,-1289,243
6893,-833,-35
8022,-550,157
7959,-228,897
8178,210,1151
7822,191,1324
6498,68,471
5720,72,-827
5961,-77,-1327
5431,132,103
4213,526,1776
3591,533,1590
3579,-66,576
4193,-214,-725
3701,540,-335
2671,620,1883
2058,168,1992
2265,-295,571
2994,-661,975
3009,-192,2003
2468,568,1162
3154,-353,1045
4116,-1329,1192
4877,-1129,764
5265,-921,1866
5083,-303,2056
5637,438,479
6817,-503,281
6642,-898,1038
6808,-636,1043
6381,435,1240
5755,873,877
5792,-423,66
6113,-1712,-508
5551,-1224,369
5045,-281,2113
3943,483,2492
3401,-455,2072
3788,-1989,694
3755,-2087,169
3213,-1194,2087
3857,-1048,3398
4331,-1034,2967
4782,-1539,2132
5391,-1556,1361
5711,-1360,855
5601,-1077,1210
6230,-1627,1949
7475,-1387,1080
7673,-340,897
7296,34,1081
7588,-1292,-622
7475,-2110,-1310
7158,-1820,363
6426,-625,1713
5184,132,1938
4713,-284,691
5114,-1078,-1312
4265,-1018,-593
3049,-31,1643
2194,847,2426
2868,425,1019
3127,-51,268
2680,-120,661
1784,500,1555
1636,909,1930
2304,374,1319
3037,-257,1098
2823,519,1802
3075,1283,1442
3501,1022,1229
4468,-126,833
5797,-1112,812
6142,-482,459
5785,1026,843
6019,1298,644
6685,-157,22
5964,-710,-29
5589,305,573
4954,533,1916
3524,-69,1371
4112,-1021,-1161
5224,-1712,-762
4416,-615,1736
3240,98,3431
3249,-1135,2793
3788,-1673,63
4679,-1288,-775
4458,-955,2086
3448,-371,3573
3984,-787,2655
5405,-1855,1276
5949,-1672,913
6279,-644,1071
6526,-518,1578
7095,-543,1776
7761,-656,1669
7803,-770,1743
7366,-648,507
8327,-1234,-1723
7935,-785,-1012
6351,-259,1997
6062,-747,2486
6472,-924,709
5596,-1281,549
4254,-715,124
3255,-554,-332
3288,-1205,-439
3323,-1396,394
3409,-1268,1782
3611,-1301,1923
3879,-1069,333
3252,-780,573
2252,-1001,2301
2515,-1752,1946
4017,-2484,392
4757,-1820,413
4515,-338,781
4604,20,622
5256,-702,715
5775,-1780,430
6380,-1556,333
6385,79,565
6395,608,-143
6292,50,-1457
6322,-1137,-786
6431,-1674,569
6066,-1427,864
4608,-1036,281
4605,-653,-973
4491,-614,-613
4300,-1216,543
3579,-1723,1371
3467,-1842,952
3299,-1047,-189
3503,-256,-470
3373,-8,935
3066,-653,1894
3310,-1593,1451
3028,-1283,1382
2639,136,1068
3044,963,45
3593,58,-569
3845,-796,204
4186,-680,1576
4794,-162,1791
5602,3,692
6902,-663,-653
6248,-668,-161
5932,-527,821
6017,-483,1035
6285,-577,457
6310,-908,566
6016,-1153,-49
5160,-704,-449
4815,-475,862
4677,-556,1965
4333,-908,1846
4097,-895,555
4210,-706,-358
4536,-2,-771
5058,212,534
6122,-166,2117
7094,210,1440
7099,454,1094
6761,-325,471
5578,-541,-851
5538,-733,-539
6216,-406,441
5668,308,1044
5367,-290,857
5635,-1226,-634
5135,-1024,-1826
4370,-983,-754
3993,-738,742
4186,-777,871
4481,-1101,133
4460,-1574,-704
3286,-1824,-400
2795,-2196,516
3440,-1826,561
4015,-1117,616
4236,-881,244
4066,-775,266
3880,-531,1182
3121,-188,1513
3657,-460,2059
4245,-552,2175
5084,238,433
6112,960,-105
6002,675,1167
5555,-488,1643
6419,-1644,1101
7280,-1441,375
7821,-288,601
7459,1019,793
6902,1057,988
7846,-1048,607
7996,-2250,-71
7197,-1136,-532
6477,1506,-135
6370,2232,551
5451,1183,1182
4659,-784,670
4890,-2299,-97
4239,-1037,-797
3869,1751,-866
3434,2325,1138
2851,700,1726
3196,-1504,240
3876,-2778,303
3630,-1568,869
3247,696,797
3083,1197,2034
2803,-170,2816
2873,-2234,1829
3586,-3275,741
3927,-1679,408
4583,970,733
4736,1325,2125
5301,-689,2257
6880,-2645,954
8231,-2541,479
8139,-181,1229
7855,1400,979
7246,560,1277
7194,-1345,970
7808,-2009,74
7686,-573,22
7347,944,296
6985,886,-427
6260,-638,-556
6190,-1793,-56
6508,-1561,35
5937,-73,463
5737,799,361
5359,371,135
4192,-691,718
3419,-1421,1258
3492,-902,612
3908,131,0
3760,445,421
3047,398,1175
2496,253,1882
3266,-938,1626
4258,-1413,501
4922,-1063,-304
5623,309,45
5979,1141,1882
6119,351,2778
6512,-1689,1121
7254,-2928,-857
7249,-1876,-1364
7077,346,-552
6956,1207,456
6895,-131,994
6732,-1819,532
6254,-2110,-280
5340,-778,-1135
4633,273,-939
4052,217,179
3482,-553,1162
3527,-1766,1326
3284,-1676,920
2430,-252,703
1734,506,954
1160,111,1612
1706,-1142,1686
2398,-1632,1389
2593,-865,1206
2817,9,766
2937,-22,638
3737,-496,456
5038,-840,1126
5659,-576,1830
5726,-272,1086
6441,-412,130
6353,-96,221
5968,260,1374
6068,-293,2064
5903,-1274,735
6407,-1499,-1261
6989,-1125,-782
6436,-16,1092
5799,434,2637
6595,-395,1953
5856,-1121,934
5248,-1660,204
5026,-1220,195
4839,99,1373
4919,392,3214
5144,-800,3454
4871,-1758,1334
5737,-1979,-810
6271,-1084,56
6455,376,2004
7060,416,2888
7803,-721,2485
8229,-1393,441
8439,-964,-655
8352,-347,509
8170,167,1280
8156,135,1596
8421,-735,1706
8008,-744,-75
7707,-426,-1139
7209,-635,-367
6609,-825,370
6799,-1193,1029
6738,-1255,1230
6378,-1080,-70
5790,-901,-796
4558,-708,-34
4106,-1108,799
4163,-1388,764
3544,-1106,885
2897,-982,724
2057,-872,423
1713,-1286,1189
2631,-1685,1364
3109,-1685,1538
3275,-1001,1062
4068,47,720
4737,-197,586
5665,-1107,14
6789,-1448,-356
6932,-531,291
6461,688,314
6154,360,-997
6224,-311,-1048
6422,-958,-248
5395,-1077,253
4080,-320,1037
3689,-298,638
3357,-758,-265
2625,-897,-453
1921,-974,15
1414,-720,546
1206,71,1142
1615,81,1040
2190,-900,465
2294,-1112,160
3069,-1043,512
3777,-593,914
4175,-119,1045
4683,-403,942
4280,-508,1138
4067,-618,1372
4671,-258,761
4953,16,1562
5168,-181,2007
5592,-152,1398
5233,-9,2482
5066,226,2764
6437,367,1369
7529,-149,1671
7424,-299,1962
7739,-107,1297
8370,-226,2079
8497,-856,2715
8098,-1684,1410
7555,-1491,-264
7925,-1505,-202
7058,-1113,492
5971,-293,1541
6006,-1078,2318
5443,-1739,661
4870,-837,-394
4779,589,1016
4060,1482,2307
3487,1664,1762
4066,446,1043
4362,-485,797
4393,72,171
4604,1081,675
4588,1514,1963
4605,772,1842
5499,-299,115
5524,-314,-640
5898,674,-682
5222,1016,1074
5271,-515,1214
5743,-1672,160
6118,-1246,-460
5547,75,-540
4677,674,-368
4646,390,-186
4438,-587,921
4093,-1461,1201
3247,-1435,514
2986,-425,-299
3023,803,395
1946,1093,1889
1763,158,1254
2542,-1081,288
2156,-796,853
1995,317,985
2445,476,1542
3601,80,1431
3799,658,1464
4137,738,2278
4373,388,1939
4757,-7,230
5067,-486,586
5363,75,1541
6071,1060,1995
5985,1508,2226
5832,584,1670
5878,-1008,56
5761,-1328,-184
5523,-121,1304
5781,618,2200
5254,106,1419
5502,-749,-148
5381,-817,-111
4597,-268,887
4617,-111,1150
4964,-178,1591
4737,175,1963
5114,90,1217
4800,158,1030
4755,341,2162
4898,404,3490
4953,977,3522
4794,1659,2757
5532,666,1038
5126,306,193
5204,267,2160
6651,418,3508
7151,699,2972
7746,290,2041
8238,-739,739
7594,-590,-36
7659,251,308
8054,126,682
7383,353,-347
8282,-34,-1161
7742,168,-314
5999,813,950
4989,154,1707
4533,-733,719
4032,-698,-655
3428,-75,-72
2028,1061,1812
1237,1472,2438
1951,101,1472
1940,-803,989
1586,214,1216
1282,1217,2357
619,1286,1818
898,543,1412
1739,-39,1496
2402,107,691
3098,968,-144
3643,1203,1662
3483,956,2884
3469,190,1062
5266,-992,-1504
6653,-160,-2553
6507,1854,-674
6257,2037,2614
5517,918,4048
6002,-348,1948
5649,-580,138
5274,408,-1292
4451,1143,-825
3660,1895,1273
4179,1368,2446
4683,378,2340
4404,353,1608
3554,1456,817
3185,1717,1102
2869,1295,1686
3024,1340,1829
3750,1060,2172
4785,753,1020
3825,1073,1380
3901,1496,2437
4441,1962,3175
5206,2234,1799
6116,1732,351
5965,819,966
5983,532,1033
5911,492,1572
6698,459,1438
7282,1512,-14
8076,1412,359
7386,382,2009
5864,-139,1315
5498,-127,-145
4752,598,50
4923,1263,485
4930,1008,1082
4755,-96,1849
4011,-487,2142
3671,422,660
3283,1477,287
2783,865,1073
2427,12,255
2474,-245,355
4004,-210,1776
4144,828,2744
3834,1351,2071
4400,981,241
4617,225,-620
4650,-347,127
5502,-1048,1503
5765,-1,1430
6553,974,824
6439,925,643
5587,-261,188
5341,-1230,-541
6062,-1298,-1260
6156,-347,-1204
6346,318,-875
5561,265,289
4394,-360,1484
4074,-1460,1280
3947,-1854,-111
3934,-827,-587
2771,593,774
1242,828,2119
1194,-116,2053
2347,-1421,1193
2519,-1121,1023
2468,-583,1521
1932,-199,2174
2091,-30,2785
3357,-352,2851
4902,-547,1951
5385,-663,1360
5823,-956,1583
5761,-621,2221
6747,-737,2551
8120,-442,1574
8586,327,1049
8203,465,1936
7517,-338,1705
7108,-1198,673
7439,-1416,712
7194,-447,244
7243,666,186
6480,1258,1285
5036,910,1637
4879,-1465,1641
4727,-2640,774
3943,-1411,-105
3756,89,3
3657,892,601
2870,16,1145
3522,-2166,310
4235,-1917,-580
4479,-408,79
4021,509,1167
2587,668,1510
2804,-445,751
3260,-1254,208
3151,-942,-1057
3927,-660,-1904
3732,351,-646
3217,667,1744
2839,182,2565
3266,-853,1313
3565,-1243,273
2857,-230,520
2015,368,1619
2038,-173,2206
2240,-893,2439
2845,-1214,2629
3203,-922,2676
2716,-422,2026
2629,-545,1470
3859,-590,1283
5499,131,2033
6647,321,2863
6968,83,2948
6961,-173,3150
8093,-703,2497
9098,-366,783
8929,314,-64
8692,570,7
7589,68,1417
7568,-1030,1670
7985,-1296,1200
7535,-317,910
6265,652,1094
4695,529,1478
4060,-316,1161
4435,-1081,257
4669,-983,393
4417,-251,1749
3890,447,2239
3264,683,2100
3522,-690,2135
3888,-1873,1482
3458,-1169,570
4242,-142,-215
5051,385,574
4774,311,2405
4664,-678,3380
5221,-1618,1986
5823,-938,-746
5825,909,-1341
5300,1881,692
5122,467,1757
5354,-1375,508
6399,-1911,-943
6552,-1185,-763
5519,517,-291
4360,1743,1679
4765,806,2877
4945,-656,1199
4586,-1108,-533
4401,-461,-322
4084,970,131
3654,1658,1213
4799,565,2053
5295,-120,1148
4944,-232,444
4035,460,1164
3822,861,2134
4233,1005,1763
4671,686,729
5208,-558,288
5325,-1027,-359
5251,-591,398
5232,246,2543
5400,403,2272
5147,-208,695
3665,-631,802
2937,-647,325
3061,-1091,-184
3672,-1151,-297
3416,-682,1242
4073,-286,1400
3493,340,1547
2352,219,2664
2552,-849,2261
2878,-1313,555
3188,-1009,-98
3579,-122,1526
3091,1111,3484
3466,701,4004
4772,-1112,2380
4941,-1128,-101
4914,-378,-635
4391,562,653
4532,768,1506
5635,-382,2071
6344,-929,1515
6334,-659,397
5461,305,220
3993,1091,449
4014,862,465
4392,101,776
4084,-514,1127
4269,-409,586
3651,395,591
3308,1080,1000
2968,762,1674
2811,-347,1237
3376,-1029,501
3102,-394,997
2492,477,2313
2215,782,2508
3305,-225,798
4324,-514,-250
4772,-421,1405
4726,-622,2597
4684,-494,2135
5552,-799,1623
6632,-993,1069
6599,-682,1546
6283,-709,2588
6228,-1201,2275
6182,-1104,909
6530,-1154,177
6525,-1276,220
5873,-1104,998
5275,-1107,2259
5565,-991,1100
5035,-533,383
4879,-1268,310
4355,-1870,-19
3720,-847,84
4089,-63,1870
3738,122,2344
2979,-322,1380
3163,-1430,1068
2800,-1450,1321
2774,-577,1560
3735,-579,2446
4276,-328,1831
5381,-513,436
6292,-563,598
5900,-261,2289
5578,-126,2541
6175,-265,1060
6491,-429,-380
5993,-34,-243
5455,211,594
5583,-791,742
6210,-1035,-129
6123,-479,-33
5911,-225,1046
4900,130,915
4046,-663,357
4571,-1630,-912
4376,-1563,-1162
3809,-981,117
2385,-184,1491
1739,-463,1757
2105,-1921,1280
2139,-2270,1044
1912,-1677,851
1310,-1179,600
1536,-1265,362
2579,-1417,1270
3392,-1303,1732
4877,-1584,1531
4382,-1211,1420
4142,-558,1713
4625,-885,2537
4796,-804,2022
4934,-477,1681
5553,-355,959
5361,-57,628
4608,359,1562
4957,194,2413
5809,-612,1836
5440,-797,1082
5137,-184,1725
5176,83,2351
5202,215,2178
4817,-127,2539
5487,-626,667
6106,-881,-145
5275,-652,2408
5099,-415,3644
5098,-245,2711
5152,-641,1448
5055,-735,533
3791,-443,1052
4330,-1132,1348
4441,-774,755
3955,25,656
4010,-296,1025
3652,110,977
3909,-418,1031
4215,-1228,780
3675,-154,735
3003,653,1729
2531,329,1406
2327,-71,-210
2377,-1041,-57
2348,-634,656
2416,95,1565
2711,259,1361
2652,-210,1130
2682,-1062,1915
2399,-533,2297
2300,-239,1223
3093,-733,151
3155,-366,188
3546,-594,2310
3828,-334,3707
4058,242,3263
4359,-471,2119
3462,-580,380
3073,-505,132
4184,-534,958
5319,-171,1396
6039,-9,2174
5205,128,3208
4740,224,2162
4533,-60,1573
5134,-212,1014
5059,196,1180
4425,346,1583
4336,-179,1674
4826,-685,1926
5645,-480,2463
5402,43,2703
4713,283,1795
4848,10,672
5114,-272,645
4996,-123,1465
5329,-48,1843
5638,225,1168
5027,234,1193
4211,129,1742
3905,-159,2206
4010,25,1141
4036,691,69
3658,758,21
3017,756,364
2700,445,1147
2755,217,2070
3127,71,1684
2563,227,926
1268,547,165
1235,137,283
1995,-417,500
2663,-659,820
2337,-451,1776
2099,146,2286
1563,-36,1807
1792,-631,1407
2437,-602,-268
3298,-727,-1206
3306,-721,468
3123,109,2166
3623,-106,3259
4369,-400,1980
3906,-295,820
3513,-295,161
3306,62,-200
3604,400,646
4230,229,2158
4821,-146,2285
3541,97,2514
3553,-632,1782
3852,-750,643
3440,197,1407
4157,-146,3077
4492,42,2353
5480,-46,1521
6583,-528,2555
6827,-260,2883
7025,-65,1980
7519,-174,1248
6909,50,1271
5919,312,2061
5810,-351,3328
6219,-535,1346
5998,120,-835
4788,188,1099
3792,-124,2103
3667,-399,1558
4586,-362,1551
4566,275,1172
2761,775,1579
2240,335,2466
1852,92,2727
1918,24,1478
2824,-552,1027
2970,-238,1416
2717,146,2548
2335,379,3740
2539,39,3313
3742,-235,709
4132,-837,-361
3730,-147,600
4179,-159,3253
5260,-564,3974
6211,-46,1696
5810,-72,985
4534,-232,19
3614,-190,-820
4998,-104,453
5584,709,2025
4740,795,2235
3293,114,1938
2884,110,589
2772,92,529
2143,402,1068
2441,652,1585
2308,530,1835
2021,214,1084
2017,485,1086
2150,1154,2550
2950,921,3010
2685,685,2344
2721,934,1729
3327,830,2625
4062,1486,2138
5137,1387,867
5868,835,570
5652,1324,1020
5950,1230,2125
6574,850,2411
7081,1105,650
6374,343,-407
4298,399,-514
2807,411,275
3246,137,491
3164,512,615
2781,579,2554
1733,887,2453
865,781,413
1149,249,306
1196,1016,1180
1342,1257,2701
1455,701,3608
1374,1642,2924
1467,1812,3353
3155,625,1105
4127,840,-751
4979,1544,1338
6521,1133,3007
7139,538,3032
8500,101,725
9278,88,-66
7716,608,166
5839,916,-987
5187,-323,-678
4898,-464,-695
3861,761,27
3218,795,2894
2604,507,2999
1830,838,379
1572,969,819
1206,866,2469
70,1377,1390
673,1041,1389
1221,908,2974
279,1722,3087
272,1487,3267
1387,519,2813
2032,778,1163
3613,1027,820
5647,868,2213
6516,1309,2332
8144,1110,2678
9981,658,2804
10382,641,2271
9826,792,1578
9246,530,208
7783,199,-889
6305,8,-1436
5669,-76,-875
4969,98,1128
3948,685,2451
3192,787,2409
2805,128,1439
1267,-85,327
93,371,423
685,69,643
1108,418,284
1011,339,1760
628,596,3594
-433,933,4125
728,111,2681
1648,16,531
950,776,1300
1046,1024,3290
2088,615,3247
4336,536,2159
6222,441,1862
6384,882,913
7034,443,-537
8141,136,-770
8782,341,-107
8097,51,1394
6136,-80,1798
4625,-243,630
4153,-566,-10
3368,303,-109
2856,676,972
2762,191,1676
2325,261,1075
1590,31,2464
1225,-319,3623
1104,18,2497
1383,506,927
1444,933,1052
799,944,1836
1552,284,1391
3708,-283,1913
4486,-3,2999
4547,311,2568
5226,0,1868
6297,407,798
8416,659,-340
9249,368,882
8260,428,2357
7092,332,2126
6879,-299,395
6822,-498,-1483
5246,-151,-991
3803,-2,1604
3504,-38,2855
3106,-105,2674
3440,-586,1334
2116,-39,956
1602,60,1369
1406,-156,871
1740,-564,0
2921,-544,1459
3125,-52,3481
3062,276,3054
3737,-180,1661
4053,-165,354
3895,386,-597
3854,154,-121
4447,70,84
4850,53,1819
5093,-236,4173
4723,461,2697
4182,367,444
3777,-55,-474
3181,122,-410
3047,442,993
3742,594,2766
3944,357,3896
3664,905,3727
3407,1027,3078
3185,598,1748
3494,432,-544
4007,423,-366
4262,467,1784
3440,721,3787
4114,278,5620
5219,427,3923
5094,507,1245
4247,-160,1474
3599,-44,1549
3628,496,1638
5093,-163,2907
5657,-235,4366
5068,532,3592
5544,-36,2775
5614,-144,1927
4777,642,-396
4744,62,-281
5158,-830,374
4892,-457,841
4940,-55,3021
4658,451,3802
3882,82,2563
2810,-504,453
1819,-204,-427
1136,-48,166
1025,123,1485
1161,394,2334
1019,336,2871
437,430,2584
-464,504,2054
-712,406,2554
-816,517,2322
-1054,610,1420
-584,565,1881
-149,687,2806
-213,1080,2400
478,665,3014
1270,516,3817
1215,905,3482
1258,779,2369
1550,247,1573
1886,169,1594
2747,447,2907
2855,775,4355
3240,667,4091
3609,381,3551
2912,758,3116
2989,542,2461
3388,139,2362
3417,365,3382
3929,602,3831
3342,1011,3493
3517,668,3649
3869,127,3566
3922,-19,3881
4489,131,4116
4293,567,4071
3890,636,3926
4127,512,3977
4290,280,3885
3818,392,3734
4134,269,3918
4095,206,4136
3765,493,3941
4393,546,4081
4375,273,4435
3945,-146,3978
3561,-129,3685
3676,154,3773
4018,241,3574
4016,133,4069
3389,582,4491
3588,132,4214
3360,-105,3535
3582,-129,3668
4077,93,4399
3100,725,3927
2994,495,3215
3506,39,3094
3063,272,3127
3064,375,3749
3442,274,4451
3106,340,4008
3478,301,2338
3195,75,2131
2623,200,2454
2598,686,3250
3119,291,4617
2937,312,3573
2653,487,2296
2202,304,2852
1842,328,2905
2271,-138,2314
2588,-594,2717
2114,-13,3896
1408,931,2972
1859,-47,2828
2485,-636,3480
2443,-33,3664
2086,249,3367
1880,250,2819
2775,52,2174
2550,-172,3612
2453,-171,4674
2665,171,4364
2594,500,3585
2590,344,3386
2887,44,3224
2782,-209,3514
3558,-368,3707
4492,-119,3546
4149,138,4052
3570,500,4598
3800,3,4545
3755,-592,3693
3470,-210,2927
3578,-98,3606
3094,258,4073
3628,103,4028
4317,85,4489
3798,331,4493
3358,531,3229
3468,-134,3184
3344,-138,4327
3577,407,4524
4144,424,4076
3482,574,3805
3423,663,2669
3695,587,2833
4161,437,3335
4135,633,3234
4225,647,3545
3605,790,3083
2985,762,2141
2665,347,2555
2081,417,2653
1482,812,2813
1636,673,2921
1347,424,2717
1066,268,2791
1146,89,2977
1141,320,3110
1453,571,3670
1936,587,3837
1287,376,3223
769,58,2672
1713,-75,2494
2422,168,2947
2469,253,3629
2911,225,3004
3300,177,2388
3143,-460,3098
3504,-675,2814
3625,-376,3058
2772,376,3119
2915,550,2884
3226,335,2872
2652,-65,2813
2407,-311,2276
3112,-204,2108
3242,181,3338
3000,456,3811
2944,276,2896
2882,-299,2664
2182,-415,3269
2326,-298,2733
2668,-280,2395
2340,-119,2776
2567,-645,3254
2936,-1066,3636
2921,-1052,3928
3050,-792,3043
3403,-508,2653
2939,-232,2623
2959,-175,2325
3790,-774,2837
3786,-915,3300
3143,-741,3305
3729,-1107,3014
4001,-801,1485
3109,-270,1772
3214,-424,3356
3954,-626,3206
4402,-791,2802
3607,-658,3413
3284,-513,3182
2894,-205,2370
2921,-657,2887
3272,-1068,3553
3613,-597,3227
3865,-328,3105
3076,-103,3370
2747,-43,2963
3365,-364,3328
2922,200,3803
3176,74,3346
4271,-441,2541
4120,-274,3025
3573,-238,3946
3371,-246,3419
3775,-158,2984
4148,26,3497
4262,-179,3658
4289,-500,2637
4521,-510,2322
4361,-186,2721
4472,-204,3047
4123,-565,3755
4123,-800,3881
4106,-1058,3650
3775,-974,2496
3562,-767,1852
3121,-501,2971
3592,-430,3622
4395,-1139,3776
5202,-1472,3275
5047,-728,2863
4466,39,3077
3825,-22,2937
3766,-876,2372
4045,-1551,2528
3455,-927,3308
3072,-68,3358
2652,-407,2970
2458,-1281,2434
2363,-1442,2167
3031,-1859,2840
3090,-1505,3270
2953,-834,3127
3126,-998,2848
3068,-1568,2111
2891,-1850,1733
3064,-1770,1753
3289,-1284,2175
3330,-602,2568
3345,-788,3183
3427,-1605,2972
3464,-2131,2072
3395,-2227,1985
3122,-1711,1805
3155,-1297,2399
3375,-1188,3285
3828,-1310,2904
3893,-1369,2287
3415,-1381,2726
3067,-1523,2843
3099,-1765,2593
3514,-1755,2236
3812,-1439,2542
3731,-1302,3469
3877,-1220,3813
4003,-1226,3639
3783,-1206,2999
3306,-1454,3056
3974,-1672,2907
4783,-1525,2860
5584,-1260,3251
6071,-1033,3750
6384,-768,3335
6488,-592,3042
6789,-458,2764
6614,-338,2915
6175,-560,3388
5739,-1100,3335
5927,-1663,2470
5700,-1576,2508
4798,-1376,2869
4035,-1459,2497
4122,-1833,2273
4339,-2150,2427
4120,-2088,2635
3978,-1970,2784
3868,-1776,2701
3826,-1733,2761
3624,-1792,2509
3852,-1883,2074
4343,-1681,2102
4252,-969,2676
3971,-548,3145
4032,-636,3002
3828,-1036,2629
3292,-1041,1962
3167,-1065,1583
3409,-1080,1907
3263,-644,2558
3245,-565,3224
3498,-873,2964
3419,-1006,2153
3551,-989,1877
3674,-883,2327
3966,-682,2462
4782,-728,2415
5177,-881,2785
5057,-1172,2648
5315,-1631,1926
5487,-1556,1822
5393,-1114,2059
5638,-1445,2320
5962,-1929,2176
6213,-1975,1891
6155,-1722,2139
6039,-1547,2030
6288,-2065,1824
6412,-2234,1566
6419,-1846,1790
5861,-1524,2456
5270,-1678,2571
4899,-2220,1960
4534,-2655,1755
4187,-2762,1929
3994,-2387,1872
3852,-2195,2694
3615,-2102,2877
3645,-2198,2349
3887,-2238,1931
4104,-2150,2072
4027,-2033,2350
4110,-2180,2599
4404,-2331,2790
4713,-1896,2650
4891,-1442,2652
5129,-1426,2757
5390,-1605,2639
5862,-1676,2457
6377,-1692,2376
6400,-1388,2035
6255,-928,1844
6619,-1005,1868
6660,-1050,1380
6422,-1154,1511
6015,-1120,2447
5262,-651,2472
4783,-660,2151
4314,-1025,1958
3845,-1297,1627
3747,-1554,1696
4044,-1500,2177
4370,-1080,2212
4465,-971,2662
4411,-1149,3168
4577,-1473,2683
4829,-1568,1685
4790,-1246,1899
4595,-887,2617
4900,-961,2830
5671,-1170,2097
5782,-1021,1891
5433,-706,2550
5023,-379,2927
4858,-314,2302
4961,-710,1555
5081,-1123,1619
5220,-1205,2513
5682,-986,3070
6079,-701,2825
5954,-645,2188
5951,-1092,1584
6011,-1598,1719
6269,-1533,1877
6268,-701,1712
6047,-79,1840
5600,-372,2518
5221,-1498,2126
5322,-2303,818
5245,-1852,304
5084,-763,1105
5012,-382,2415
5191,-1176,2160
5365,-2472,850
5130,-2885,316
4448,-1967,698
4316,-1281,1231
4827,-1196,878
4522,-1405,664
3925,-1888,825
3057,-2039,957
3017,-2134,736
2937,-1773,734
2709,-1453,1045
2288,-1481,1360
2170,-1997,1382
2615,-2452,1432
3036,-2441,1651
2482,-2001,2132
1801,-2130,2661
1981,-2720,2315
2728,-3171,1759
3254,-2999,1935
3759,-2172,2140
4635,-1572,2319
5840,-1588,2311
6915,-1868,1784
7577,-2033,1282
7344,-1917,1549
6790,-1875,1882
6741,-2239,1493
6437,-2632,1211
5663,-2720,1550
5162,-2690,2155
5070,-2691,2449
5018,-2503,2110
5178,-2161,1502
5368,-1729,1333
5741,-1639,1781
6091,-1886,2672
6243,-2181,2969
6003,-2281,2504
5275,-2319,1979
4549,-2343,1741
4329,-2369,1814
4184,-2412,2421
3891,-2357,2988
3336,-1996,3246
3042,-1637,3214
2807,-1275,2903
2877,-1079,2449
3365,-1036,2370
3783,-1049,3104
4240,-1054,3784
4843,-1092,3838
5457,-1150,3532
5916,-1089,2890
6251,-1285,2714
6656,-1626,2954
6754,-1832,3262
6768,-2017,3041
6635,-2013,2711
6358,-1636,2685
6005,-1254,2987
5650,-1220,3028
5456,-1468,2586
5514,-1580,2041
5502,-1431,2156
5292,-1270,2602
4866,-1412,2864
4713,-1845,2484
4684,-2147,2195
4178,-2133,2688
3347,-2112,3264
3089,-2172,2915
3231,-2159,2407
3455,-2029,2526
3555,-1789,3094
3893,-1763,3397
4174,-1521,3282
4686,-1147,2969
5225,-1000,2623
5663,-1235,2507
6078,-1577,2920
6522,-1638,3391
6898,-1617,3361
7199,-2082,2928
7445,-2797,2465
7359,-3194,2397
7538,-3058,2385
7784,-2521,2347
7704,-2045,2357
7316,-1890,2407
6887,-2035,2591
6356,-1909,2666
5523,-1435,2639
4790,-1166,2462
4647,-1360,2100
4418,-1592,2487
4006,-1588,3242
3551,-1355,3424
3521,-1173,2665
3777,-1220,2137
3914,-1246,2396
4077,-1303,2752
4490,-1258,2583
4543,-980,2509
4443,-942,2627
4030,-935,2647
3789,-1036,2571
3690,-977,2472
3824,-827,2535
3926,-898,3100
3875,-1083,3735
4021,-1324,4018
4451,-1539,3834
4855,-1638,3405
5335,-1603,2967
6012,-1610,2811
6744,-1682,3240
7115,-1678,3659
7498,-1886,3491
7721,-2225,2974
7370,-2096,2458
6933,-1815,2426
6570,-1697,2589
6372,-1886,2269
6731,-2242,1563
6918,-2264,1638
6490,-1814,2180
6307,-1788,2191
6222,-2135,1731
6330,-2277,1134
6223,-2007,1162
6011,-1861,1630
5885,-1805,1576
6356,-1706,940
7038,-1479,502
6518,-1254,1221
5766,-1357,1856
5908,-1744,1509
6362,-1629,538
6190,-1138,105
6121,-1088,165
6426,-1613,760
6637,-1893,1218
6974,-1701,755
6795,-1372,400
5861,-1211,669
5788,-1610,480
6541,-1868,-346
6644,-1478,-485
6365,-847,-21
6342,-673,207
6281,-997,-63
5659,-1259,-177
5200,-1500,-96
4321,-1444,418
3463,-1370,923
3012,-1608,1206
2682,-1800,957
2787,-1792,242
3549,-1702,-142
4336,-1512,368
4992,-1285,920
