c1,c2,c3
6343,-1489,768
7398,-1655,433
6976,-1454,1052
6552,-1608,1458
6782,-1974,216
6937,-1947,-1061
6934,-1743,-745
6844,-1547,290
6715,-1652,1041
6595,-1942,872
6643,-1997,-45
5851,-1498,2
4847,-1169,1004
4608,-1338,929
4671,-1419,-35
4646,-1042,-439
4461,-423,168
4720,-247,426
5115,-616,250
5622,-912,-6
5211,-638,582
4343,-420,1824
4020,-801,1712
4153,-1267,199
4281,-1243,-639
4131,-770,-341
4254,-802,356
4829,-1242,659
5313,-1320,151
5394,-1119,171
4476,-671,880
4002,-628,1001
4235,-933,564
4224,-843,-122
4371,-399,-250
4824,-107,516
5669,-210,880
6354,-460,985
6796,-538,1159
6317,-179,1532
5684,-33,1564
5912,-442,949
6257,-594,134
6052,-193,91
5618,53,1060
5312,-147,1571
5241,-726,1183
5023,-889,623
3893,-271,1100
2929,191,2023
3356,-34,1992
4111,-289,1077
4774,-38,781
5422,134,1518
6387,158,1707
7744,22,1395
8943,17,1184
8567,249,1632
8033,277,2167
8198,-18,1541
8155,-129,274
7817,117,-238
7258,314,383
6925,94,783
6747,-232,485
6924,-393,76
5838,19,650
4400,348,1543
4064,69,1091
4226,-198,-3
4120,154,-336
3652,569,-18
3860,349,286
4244,-74,810
4627,-278,1017
4473,-170,1316
3778,59,1437
3890,-189,1178
4209,-257,536
4338,-75,196
4481,-76,660
5244,-420,879
6123,-585,648
7160,-569,278
7271,-219,636
6787,83,1218
7039,-5,898
7202,60,213
6775,450,-64
6384,797,48
6762,578,75
7090,307,189
7405,225,361
7112,416,723
6222,623,1228
5778,536,1060
5580,458,151
4955,553,-173
4435,640,4
4546,413,108
4894,114,247
5111,-53,542
5033,-67,575
4857,-113,375
5011,-288,170
5597,-322,17
5574,47,189
5650,205,233
5864,-79,269
5950,-402,323
6093,-473,119
6501,-422,-384
6444,-44,-549
6197,91,300
6443,-227,804
6402,-363,305
5725,-232,91
4920,-217,129
4411,-579,185
4353,-1171,323
4128,-1282,527
3756,-1011,662
3470,-968,869
3329,-1097,964
3468,-1170,776
3585,-1071,584
3453,-854,710
3520,-784,1048
3953,-812,1276
4556,-771,993
4979,-628,810
5275,-610,1054
5612,-719,1313
5846,-970,1462
5906,-1205,1531
5643,-1213,1768
5150,-1081,2087
4856,-1032,1910
4715,-1177,1556
4769,-1143,1238
4742,-880,1724
5076,-908,2470
5495,-960,2716
5912,-952,2538
6131,-967,2415
5970,-972,2479
6006,-1113,2613
6428,-1251,2510
6778,-1155,2215
6966,-936,1992
7052,-848,1866
7161,-870,1719
7313,-933,1604
7258,-870,1388
6895,-721,1009
6717,-816,961
6613,-869,1354
6207,-796,1739
5810,-839,1687
5145,-736,1507
4498,-681,1324
3995,-789,1211
3784,-931,974
3914,-1012,838
3921,-842,1143
3792,-626,1933
3649,-724,2683
3521,-1056,2430
3190,-1068,1545
2826,-857,1244
2537,-825,1612
2718,-1007,2028
3239,-1189,2147
3755,-1176,2069
3982,-1052,2016
4326,-1009,1923
5036,-1103,1751
5852,-1092,1533
6349,-842,1572
6590,-597,1990
6835,-582,2180
6992,-620,1930
6917,-492,1451
6811,-301,979
6545,-63,995
6468,-7,1394
6495,27,1734
6456,160,1683
6208,323,1378
5632,365,1487
4980,140,2005
4457,-66,2014
4120,-143,1544
3645,-127,1327
3109,-89,1659
2885,-139,2457
2846,-285,3150
2656,-270,3121
2436,-188,2491
2294,-245,2084
2494,-403,2196
3341,-395,2596
4308,-102,2925
5104,171,2990
5699,119,2945
6083,-96,2883
6569,-347,2499
7087,-403,1676
7657,-402,726
8162,-411,520
8434,-375,1455
8807,-311,2102
9455,-190,1306
9452,-7,292
8697,45,115
7932,-169,646
7640,-378,721
7204,-254,443
6477,-69,100
5200,-63,483
3959,-226,1326
3018,-291,1949
1999,-212,1967
867,-133,1597
130,-254,1039
-216,-470,857
36,-691,927
1025,-791,1283
2266,-645,1595
3241,-563,1999
4203,-753,2217
5068,-812,2188
6123,-668,1686
6858,-387,1204
6977,-329,639
7270,-625,509
8204,-676,462
9331,-290,81
9688,28,511
8785,113,1999
7727,15,2983
7270,-308,2162
6545,-535,258
5577,-467,-833
4692,-354,-488
4652,-558,388
5328,-836,1356
6056,-863,1394
5742,-792,1373
4799,-815,1621
4206,-945,1446
4422,-1061,734
4694,-729,-43
4997,-308,-729
5310,-139,-437
6403,-180,24
7946,-151,147
9029,79,163
8484,367,980
7592,644,1447
6844,413,950
5885,30,-407
4738,-32,-1440
3711,81,-1438
2709,279,-363
2229,367,644
2341,37,1160
2493,-269,1042
1749,-204,1274
633,-244,2020
19,-592,2274
-147,-974,1769
-201,-987,800
-89,-903,123
999,-1212,-105
2750,-1279,-90
4966,-1074,-9
6766,-1064,1054
7653,-1037,2542
8784,-1129,2908
10329,-1503,2081
10787,-1418,246
10152,-728,-1300
9766,-345,-1465
10349,-188,-1754
11402,147,-2088
11828,555,-608
10049,947,2303
7883,752,3960
6628,-334,2557
4291,-678,311
1867,-237,-726
390,-74,-347
-345,-25,-176
-226,-430,352
450,-714,1264
390,-160,2637
-145,71,4330
-26,-142,4630
764,-405,2863
1463,-215,704
1991,-69,174
3098,-449,1409
4963,-983,2404
7458,-1220,2112
9299,-830,2229
9686,76,3372
9875,670,3694
10626,696,2225
11466,643,49
11973,901,-900
11330,1369,407
10868,1146,1468
11385,399,746
10757,-57,133
8340,110,1019
7020,282,1278
6497,184,521
5492,231,-149
4418,402,-120
3508,725,-68
2777,773,167
2699,464,462
3468,88,322
3505,229,1092
2439,667,2571
1961,471,2706
1982,-16,1295
1718,-172,284
1527,-65,158
1870,7,781
2823,4,1384
4520,-194,1431
5610,-65,1498
5534,534,2244
5545,956,2704
6149,1162,1870
6345,1107,349
6113,852,-151
5905,560,455
6384,109,614
7248,-526,466
7172,-720,950
5572,-394,2075
4397,-392,2451
4574,-982,1021
4452,-1124,-215
3927,-930,-69
3366,-885,830
3448,-933,1206
4326,-1082,828
5068,-943,212
4305,-149,842
3982,136,2244
4835,-253,1941
5575,-524,451
6081,-306,-100
6269,250,326
6941,-22,915
8027,-490,846
8517,-469,1027
7402,-145,1648
5978,48,1683
5878,-85,1056
5679,-56,583
5032,107,262
4677,76,274
4928,-136,457
5564,-196,223
5738,50,165
4796,185,1469
3924,269,2638
3734,394,1804
3679,113,294
3628,61,-123
3592,619,-371
3634,888,265
4387,430,987
5477,7,890
5403,95,1270
4388,486,1818
3945,538,1756
3965,433,1000
3879,303,-217
4086,448,-447
4928,419,339
6091,143,877
6873,-77,1236
6505,-313,1994
5215,-376,2210
4694,-667,1049
4926,-805,-48
5279,-524,-505
5475,-28,-81
6095,-135,794
7186,-795,953
7852,-998,666
7380,-563,1013
6332,-480,1944
6007,-604,1577
6160,-673,996
6095,25,329
5580,718,259
5190,1046,165
6070,831,-197
7183,128,103
6481,39,1341
5149,58,2944
4867,-350,2660
4707,-676,771
4180,-926,-472
3538,-1144,-478
3798,-1229,-407
5180,-1236,163
6418,-1240,1065
5666,-866,1954
4515,-961,2155
4419,-1651,870
4485,-1867,-615
4295,-1411,-791
4045,-663,-159
4311,3,326
4977,-303,982
5622,-874,890
5174,-445,1073
4156,186,1648
4062,134,1159
4462,-193,389
4853,-603,508
4980,-862,1064
5350,-1230,751
6109,-1547,161
7232,-1874,89
7015,-1502,682
6172,-1173,1499
6235,-1098,1014
6215,-1032,315
6056,-1077,394
5821,-974,780
6010,-880,630
6229,-1129,555
6478,-1202,1188
5876,-689,2267
5275,-809,2544
4833,-1484,1404
4691,-1843,50
5118,-1522,-210
6000,-931,437
6749,-518,1210
7331,-940,1581
7546,-1309,1572
6824,-1148,2101
6351,-1196,2367
5728,-1322,1730
5047,-1475,707
5111,-1673,258
5834,-1794,703
6046,-1923,1352
6815,-1925,953
7051,-1753,1701
6323,-1666,2942
5914,-1800,2186
6527,-2106,390
6907,-1874,-309
6858,-1289,361
7288,-825,1109
8451,-1097,1121
9110,-1825,1090
8130,-1924,1407
6709,-1550,1906
6189,-1557,1101
6078,-1977,-442
5798,-2121,-708
6026,-2406,398
6227,-2750,887
6598,-2792,193
6935,-2898,586
6035,-3340,1714
5100,-3960,1416
5316,-4567,786
5435,-4945,426
5167,-5279,264
6128,-6036,55
7407,-6411,169
7696,-6200,725
7234,-6155,1776
6869,-6593,2260
7283,-7306,1737
7000,-6911,1701
5875,-5758,2398
5563,-5318,2110
6293,-5904,1173
7219,-6326,1061
7476,-6009,1984
6667,-5305,3109
5747,-4982,3860
5851,-5071,3357
6052,-4846,2504
5583,-4443,1828
5398,-4481,1399
6105,-4260,917
6951,-3219,1386
6567,-1908,2680
5715,-1456,3663
5543,-1990,2925
4987,-2153,1663
3903,-1066,1832
2937,420,2296
2544,1212,1752
2613,1134,873
2475,625,728
2108,995,1202
1698,1627,2225
2073,1912,2923
2148,2429,2505
2114,2924,1565
2630,2951,801
3017,3111,94
3670,3485,-566
4608,3330,-204
5050,2998,545
5317,3222,844
5956,3637,695
6051,3778,84
5304,3468,-813
5213,2825,-1709
5771,3197,-3080
6360,4216,-2681
5795,4639,-770
5346,3729,251
5851,2337,-359
6032,1735,-904
5225,2126,-644
3831,2929,-629
3817,2385,-1112
4698,1289,-1952
5105,398,-1792
4946,151,-897
4687,410,274
5368,591,546
5900,721,247
5678,255,277
5250,-704,-587
5833,-1608,-2274
6582,-1956,-3120
6573,-1178,-1862
6337,-178,426
6958,-559,1140
7884,-1475,-228
7888,-1999,-1498
6637,-1291,-1974
5741,-188,-3044
6562,-346,-3486
7276,-303,-2705
6930,564,-1111
5931,724,1602
5495,472,1104
5226,-14,-1144
3919,-61,-2243
2884,646,-2235
2267,1752,-1921
2843,2458,-1677
2623,2608,-1160
2141,1965,-816
1914,1774,-520
2201,2648,-967
2603,3397,-1470
2195,3506,-902
1972,3401,-1429
2454,3036,-2084
3410,2539,-1770
3409,2357,-794
3703,2515,266
4259,3078,736
4283,3854,1152
4081,3697,947
3671,2838,-1313
3869,2160,-2771
4827,2793,-2342
5090,4724,-1068
4629,5702,863
5447,4955,2818
5760,4397,2534
5282,4352,660
4421,3860,30
3692,3772,-339
3712,3590,-569
4530,2972,-234
4695,2922,1203
4086,2775,3414
3750,2142,4059
3829,1090,3275
3025,641,2266
2225,1218,342
2006,1866,-34
2722,1850,-400
3159,1671,-199
3794,1205,2688
3760,1630,5116
3852,1593,5678
3633,451,5338
3204,-948,2587
2698,-1385,-369
3231,-1463,-1550
3705,-869,-925
3629,-473,974
4426,-1581,3231
6079,-3128,4245
6757,-3899,3316
5491,-4154,2062
4966,-3953,477
5819,-4505,-1605
7015,-5828,-3220
8037,-7131,-2042
6877,-6840,1267
5863,-6310,2706
6195,-7423,2237
6448,-8774,509
5468,-8452,-2041
4503,-7954,-3450
4902,-8382,-2608
5988,-8920,-1526
6467,-9017,322
6392,-9069,2610
6112,-9162,3302
5355,-9215,2962
4347,-9272,2537
3384,-9009,1978
2975,-8427,1511
3149,-7726,2388
2689,-6988,4566
1910,-6344,6212
1960,-6462,6682
2143,-6368,6263
1454,-5579,5509
956,-4578,5838
1360,-4130,6875
2124,-4004,6937
2522,-3790,7358
2253,-3163,8575
1498,-1927,9563
1455,-1298,9143
1852,-1530,8502
1865,-1407,7972
1570,-1142,8646
1925,-524,8717
2072,556,9223
1466,1201,10643
852,995,10669
525,904,9431
517,1028,8577
7,1999,7703
-514,3345,8264
-387,4251,8351
304,4615,8102
722,5174,8099
754,6096,7505
1312,6610,7279
1531,7385,6207
2332,7755,5160
2892,8027,4529
2798,9078,4567
2883,10563,3998
3375,11103,4542
3934,11652,3854
4270,11521,4140
4548,11191,4045
4060,10501,3368
3525,8522,2539
3226,6360,2894
3111,5108,2620
2722,4205,2082
2935,2875,3109
2699,2787,2350
3362,1962,2440
4581,316,3680
3606,-27,3001
3368,-669,2829
4331,-1270,3556
3677,-899,2828
3298,-1029,1972
3902,-1493,1589
3776,-1030,961
3652,-486,1433
4005,-284,2807
3995,138,3008
4578,77,2359
4178,491,2636
3319,1004,2452
2675,1555,1817
2578,1916,1544
2223,2078,914
1629,1922,1384
3113,1711,2524
3952,2804,2846
3395,2904,3827
3026,2306,3938
2115,2419,1172
2866,2113,290
2777,2455,1111
2758,2525,2499
4011,2542,3440
4731,2777,3250
4219,2192,3465
3675,1285,3435
2634,1525,2076
2785,2019,899
3098,2585,2051
3424,2282,3873
4402,1224,4129
4890,449,3019
4282,1314,1921
3903,2509,2347
3547,3135,3590
2540,3152,2148
3237,1587,2257
3707,1287,2939
3089,3157,2120
3071,4601,3450
2812,5698,4601
2202,6396,3451
2839,5776,2610
3452,5943,2614
2548,7518,2562
2653,8543,4346
3575,9576,4923
4074,10350,4359
4170,10446,5140
3772,10510,5423
3109,11231,4751
2462,11290,5374
1870,9825,6658
1778,9080,7584
1397,8632,6973
1782,7822,7132
2538,8025,7758
2022,8088,8614
1906,7109,7919
2654,5007,7534
2883,4908,8589
1782,6774,9918
1587,7018,10253
876,6707,9181
621,5738,8904
871,3825,11047
415,3160,11463
-375,3114,10529
476,2406,11282
-34,2687,11881
-1042,2805,11239
-1017,1834,12243
-646,579,12401
-875,-540,10552
-714,-1338,10316
-496,-1255,11414
-780,-406,11954
-1008,-614,12438
-1184,-2067,12143
-1171,-3036,9689
-931,-3852,9463
-328,-4268,10061
456,-4570,9638
1056,-4737,9313
1686,-5152,9398
504,-5209,8390
814,-6134,7415
1581,-6935,7157
1660,-7093,6694
1942,-7691,6110
1563,-8079,4909
911,-7928,3677
826,-8120,3667
679,-8240,3820
164,-7586,3123
44,-7368,2581
743,-7438,3811
130,-6652,3038
-441,-6188,2043
-193,-6326,3004
-105,-6044,2759
-196,-6080,2512
142,-6530,2777
797,-6552,2900
1241,-6332,2170
1959,-6500,2233
2316,-6124,2179
2322,-5095,2386
2466,-4905,2816
3045,-5120,2318
3245,-4621,1483
3354,-3528,1363
3679,-2882,1786
3842,-2462,2023
4167,-2393,2236
4114,-2000,2173
4176,-1767,1975
4513,-1842,1605
4582,-1549,1055
4936,-1116,1540
5498,-1161,1495
5801,-1349,1213
6321,-1687,1241
6517,-1139,1033
6847,-745,1368
7053,-1020,1089
6943,-1010,42
7377,-1003,18
7591,-755,-77
6927,-213,340
7033,-290,1574
7130,-160,1531
6287,200,926
5990,-157,911
5597,-87,-163
5106,51,-626
4918,86,-495
4477,118,343
4623,-5,593
4657,119,716
4564,524,550
4470,472,575
4108,473,-28
3689,637,-621
3750,532,-88
3416,483,592
3086,693,811
2699,539,613
3472,541,506
3955,1010,-2
4017,779,53
4258,386,153
4077,174,127
4336,52,1690
4658,132,2300
4090,490,1384
4625,399,691
4274,703,285
4321,350,402
3966,119,402
3698,329,-31
3543,339,928
3722,194,1632
3691,-53,1763
4040,-134,1052
3752,404,488
3360,522,895
3064,-173,1764
3017,-526,1796
3365,-479,1019
3878,-303,1458
4164,100,774
3963,108,392
4054,-237,1194
4490,-184,2275
4472,141,1928
4814,-229,1115
5179,-257,1452
4941,616,1270
4105,1094,943
4363,-66,1401
3871,-416,1083
3637,98,1673
3782,360,2037
3583,235,1717
3910,378,773
3944,282,807
3708,-165,1458
3545,-432,1316
3753,-624,1860
3355,-297,2106
3394,-107,1434
3899,41,805
4166,86,1436
4084,2,2562
3661,115,2398
4012,84,1646
4580,-62,790
4498,50,605
4573,150,986
4764,649,1010
4952,1078,1569
5050,552,2701
4587,282,1890
4451,48,709
4627,260,502
4867,763,947
4777,1083,780
4705,764,437
4515,235,972
4357,264,1672
4107,388,1946
4066,690,2045
4022,1157,1491
4027,1220,27
3638,830,-409
3132,1131,461
3388,1409,1838
3861,1047,2341
3919,1271,1989
4022,1356,1931
3810,1194,715
2918,1069,-841
3265,646,210
4013,994,2006
3909,1182,2871
4299,634,3015
3894,656,1813
3394,787,434
2578,972,680
2548,838,1582
2570,702,1636
2631,523,1143
2984,-64,878
2855,19,1060
3105,330,1087
3247,463,969
3237,595,1383
3295,514,2009
3531,134,1475
3600,-224,1411
3689,635,2070
3491,1248,2011
3282,688,1543
3576,250,1106
3911,197,753
4880,-1,1105
5523,129,1691
5638,802,915
5760,946,317
5535,573,303
5447,178,1343
5297,169,1616
4909,498,969
5071,808,622
4774,1168,672
3969,991,228
3755,181,-277
3998,154,611
3547,714,2644
3638,941,2346
3398,1128,1675
3333,864,1815
2476,598,1127
1839,520,185
2930,2,464
3363,460,606
3897,819,882
4601,331,1914
5179,-157,1263
4516,19,747
4988,170,2000
4682,717,2243
4545,529,438
4912,-424,1035
4861,-65,1029
4375,711,23
4513,604,469
4458,491,1177
4178,274,1171
4562,-57,1130
4854,34,978
4560,397,821
3759,423,1138
2794,518,707
3748,21,1090
3782,267,1342
3310,738,486
3349,456,2010
3787,461,1882
3108,388,881
3239,123,1278
3308,486,2272
3130,801,1292
3807,-59,186
3988,-79,638
3969,750,1524
4230,966,1878
4891,474,1264
4775,58,1298
4077,-63,1024
3929,256,317
4501,1039,361
4452,1174,1496
4216,1132,1803
3954,821,2350
3791,494,2179
3307,594,105
3215,653,-873
2828,982,575
3030,855,2028
3381,787,1776
4033,480,1845
3821,919,1786
3102,1579,-136
3164,823,-433
3669,388,-60
3791,1185,1537
3793,2079,2571
4079,1734,3221
3804,1837,905
3181,1625,-588
3820,1217,-88
3326,2212,356
3904,2330,756
4123,2271,1773
3918,2114,2518
3745,2193,1765
3474,1901,582
3788,1695,-291
3840,1656,-9
3897,1979,141
4435,2063,912
4432,2092,2036
4643,1856,2029
4799,1794,1922
4781,1937,843
4181,2528,-1032
4576,2624,-315
4760,2700,1047
4950,2248,899
5311,1658,1102
4560,2271,1141
3673,2570,161
4069,2307,165
4139,2199,1069
3834,2405,1906
3625,2371,465
4164,1257,-436
3809,1389,-128
2310,2479,1064
3140,1989,1046
3956,1460,939
3740,1715,1729
3390,1491,2437
2772,1427,582
2617,1400,-1339
3359,1362,-783
4097,1225,486
3482,1401,1499
4136,881,1690
4549,870,1110
4960,1599,554
3948,2084,1044
3191,1655,638
2796,956,7
3032,637,-576
2886,1473,1036
3271,2155,1950
3585,1691,1161
4119,677,-468
4498,915,-746
4154,1809,1113
4051,2280,2550
4209,1981,3700
4134,1629,2806
3208,2075,843
3506,1778,-9
3617,1671,-154
4203,1239,615
5651,626,1279
6184,1096,1727
6235,1263,2555
6213,833,2114
5479,1252,1477
5014,1511,1673
4909,1298,1123
5001,1023,754
5228,1448,1293
5341,1620,1788
5469,1152,1890
5580,957,1474
5623,667,1231
5658,498,1694
4954,1374,1358
4731,1318,846
4567,1370,968
4723,1479,1543
4245,1431,1014
4033,915,432
4688,889,405
4226,1439,664
3994,1634,663
4163,1586,1426
3560,1563,1787
2623,1379,1574
2241,1938,1404
2895,1936,507
2989,1576,133
2508,1436,547
3086,1113,1451
2953,1528,1705
2711,1666,1625
3589,1474,879
3071,2125,437
2536,2393,1197
3526,1707,752
3116,1963,68
3199,2056,1160
4182,1913,1853
4221,1868,665
3828,1940,595
3724,2182,1511
3693,2240,1303
3667,2182,1312
4320,1790,1809
4710,1660,709
3774,2088,557
4577,2272,1389
5117,2197,1995
4794,2257,2200
5085,2462,1870
5701,2824,443
5820,2307,-410
5676,1957,-164
5836,2604,1053
5753,3630,1597
6228,2612,1178
6556,1741,-201
4804,2219,-80
5139,2311,-257
5379,1831,223
3926,1927,622
2652,2828,965
3397,2387,257
3703,1669,-953
2954,1794,-438
2938,2143,1103
2752,2825,1364
2546,3052,253
2464,2748,358
2612,2483,51
2507,2990,-398
2890,3760,539
4281,3159,1129
4325,2874,931
4581,2979,790
5616,2989,721
5390,3101,141
5909,3068,198
6544,2958,1816
6127,3130,1979
6266,3314,492
7389,3249,-865
7454,3404,-600
7808,3179,-646
7699,2353,-287
6132,2726,359
4140,4069,88
4286,3753,-294
3791,2816,-588
2067,2840,-344
1091,3515,643
592,3534,1630
-620,4185,982
-336,4045,355
376,3093,205
-131,2957,-129
-100,3230,-122
1087,4208,814
2131,4744,2254
2875,4387,2572
2976,3727,2470
3608,2991,1828
4382,3249,783
5978,3764,379
7154,3428,897
8666,3189,544
10019,3501,506
10984,2746,1473
10785,2445,991
9579,2709,-80
8234,3358,93
7486,3860,-60
5997,3968,-681
5266,2839,-624
4917,2559,-741
3889,3652,738
2733,4575,2027
1890,4731,1640
2237,4106,435
1703,3912,-122
492,4282,-91
413,3940,-219
956,3657,-676
990,4489,317
2433,4708,1039
3302,4274,769
3453,4079,101
3755,4101,845
3908,4243,645
4081,4317,-756
5456,3878,-1278
5948,3713,-275
6084,3579,658
7084,3431,1006
6615,3934,947
6174,3792,-15
5318,3865,-1693
5180,2939,-2189
4649,2786,-1329
3740,3060,-230
3239,3194,1331
2036,4292,1180
1314,4405,-1
1251,3252,-120
432,3339,-443
-52,3942,-280
9,4084,1637
-272,4151,1731
292,3710,962
1463,3221,590
2113,3312,1587
2867,3614,1543
3772,3392,935
4718,3494,1469
5474,4053,1641
6930,4015,1743
7986,4362,2419
9389,4783,2864
10948,4678,2700
11652,4560,1721
12268,4158,400
12585,3737,-9
12553,3183,81
11566,3467,146
9952,4042,1021
9130,3618,-260
7672,2730,-689
6328,2950,-646
4477,3223,-399
4021,3680,-851
2452,4482,180
1161,3938,834
1365,3588,59
564,4620,118
-497,4847,367
-753,4096,245
-851,4446,-43
-443,4692,542
1106,4266,731
1257,4129,-268
1314,3445,-139
2856,2814,857
3643,3359,677
4251,3213,-481
4825,2661,-629
4520,2780,-628
5356,2692,-686
6581,2302,-810
6213,2421,133
4626,3033,298
4341,3022,-915
4432,2858,-1324
3960,2892,-205
3322,3765,425
2790,3706,1578
2275,3247,304
2181,3076,-1292
2184,2751,-965
1869,3016,-244
2561,3004,951
2800,3306,1795
2593,3676,1319
3704,3108,1031
3398,2721,772
3408,2894,-34
3812,3083,-589
4655,2993,102
4528,3646,647
3941,3991,1412
3993,3501,2272
3753,3386,1191
3893,3759,722
4071,3988,1853
3778,3585,678
3931,2876,597
3677,3102,2482
3986,3877,2940
4281,4282,2001
4726,4015,1681
5112,3295,1979
5355,3259,1499
5533,3777,1743
5670,4248,2563
6335,4036,977
7237,3524,816
6642,3538,2425
7088,3859,1980
7138,4366,1442
7020,4477,2144
6438,4243,2176
6493,3649,937
6358,3249,517
6190,3892,-236
5625,4724,688
5181,4505,1338
4594,3844,969
5054,3589,892
5788,3999,1215
4792,4966,2055
4369,4240,837
3947,3800,-1254
3308,4608,-896
3259,5238,652
3091,5273,971
3513,4613,1516
3854,3433,1745
3215,3751,-345
1511,4758,-669
1108,4625,-540
1248,4827,-285
1848,4425,615
1765,4342,1865
1036,4989,1147
653,4782,535
771,4995,970
823,5223,826
1639,4612,1003
2221,4050,1795
2866,4105,1951
3361,5054,936
3569,5213,410
4249,4728,352
5285,4285,1336
6512,4347,1905
6511,4755,1735
6558,4870,789
6413,4763,204
6418,4035,45
5940,3488,-91
5482,3990,983
5172,4750,2482
4965,4780,1450
4602,4417,427
3759,4345,426
2253,4700,234
1650,5157,137
2116,5441,1099
1867,5626,2657
1505,5421,3279
1370,4922,1869
639,4483,457
141,4368,928
441,4644,1029
922,4478,1938
1030,4305,3595
1337,3923,3092
1647,3452,1771
1643,3743,1699
1672,3746,2148
2482,3428,1900
2649,3415,2047
3398,3173,2933
3637,3240,2469
4089,2783,1826
4207,2705,2122
4607,3115,2083
5323,2804,2574
5510,2496,2121
4942,2564,1935
4740,2281,1830
4072,2548,1956
3268,3309,2166
3623,3416,2593
4316,2968,3241
3471,3180,2941
3216,3412,2914
4265,3571,3012
4168,4414,2301
4919,4317,2580
6106,3738,3879
6779,3925,2868
7059,4680,2667
8126,4663,3075
8624,4726,2367
8034,4793,2022
8376,4349,1786
8462,4112,988
7502,4147,1341
6925,4249,1704
6706,4456,1376
5728,4071,1325
4788,3673,1673
3533,4454,1304
3296,4767,1426
3143,4491,1243
2343,4217,997
2169,3787,1051
1878,4089,1400
1333,4889,1637
1410,5007,1418
1493,4795,1508
1342,4657,1817
1575,4612,1183
2525,4458,526
2067,4875,1365
1861,4815,2036
2611,4486,1452
3193,4036,759
3082,4111,1010
2612,4326,924
2989,4655,1352
2900,5178,1935
2941,4929,2484
3391,4304,2200
2805,4097,1312
2063,4196,1525
2726,4421,1655
3317,5002,1304
3514,4980,2542
3828,4470,3384
4968,4339,2912
5832,4606,2289
5733,4740,2254
6291,4841,1497
7367,4610,1347
7924,4427,1859
7835,4706,2146
8488,4668,1980
8264,4570,1302
7383,4249,710
6411,4102,612
6258,3716,572
5106,4118,1030
3890,4701,1846
3727,4464,1410
3042,3948,783
2220,4045,833
1765,4569,1147
2179,4182,1394
1699,4075,1115
924,4148,1448
792,4025,1725
1206,4173,976
1352,4420,1432
1381,4213,1736
1825,3938,723
2307,4205,1402
2594,4555,2479
2363,4718,2709
2643,4284,1957
2783,3418,1190
2039,3935,1215
2447,4430,1749
3755,4682,2291
4214,4224,2214
3804,3516,1711
3751,3499,1768
4380,4280,1313
4137,5099,2081
4126,4571,2705
4404,4027,1657
4965,3807,1423
4965,3708,2099
4728,4026,1698
5174,3912,1373
5516,3605,1328
5353,3875,1517
5443,3857,2049
5833,3569,1605
5492,3320,1243
4378,3724,1505
4190,4132,1237
4716,4078,598
4333,3806,561
3877,3630,1926
3761,4188,2634
4020,4601,2293
3954,4427,1811
2820,4347,1483
2532,4293,1261
2799,4623,1067
3303,4746,2554
3454,4456,3970
3814,4455,3373
4140,4566,2308
4312,4982,2164
4486,5412,2152
5918,4898,2289
7477,4461,2167
8096,4600,2179
8291,4551,2096
9026,4630,807
